,asin,reviewerID,overall,reviewTime
1240647,B001UV4XHY,ACJVGDN8G386P,5.0,"11 22, 2010"
1124294,B00104QSOM,A3VLX5Z090RQ0V,5.0,"01 22, 2008"
1038934,B000LC5B7O,A3AQDK1F0YQKAS,4.0,"04 16, 2007"
524115,B00003CXFG,A35ZK3M8L9JUPX,5.0,"02 21, 2010"
787968,B0000WN140,A5DIAZ5GT3MC,3.0,"03 1, 2004"
960231,B000CQLZ0Q,A14Q6R4481YFFG,4.0,"04 8, 2006"
221561,6300216497,A31ARSC1LGY8WK,4.0,"10 4, 2007"
1689176,B00HEPE6MM,ALJLONJXLA3OQ,4.0,"03 4, 2014"
888325,B0007R4T3U,A13FBTZ8SO8T3D,3.0,"04 23, 2005"
1274236,B002KCO6QA,A3TYC8T6W81DDB,5.0,"07 14, 2009"
1023650,B000J10EQU,A37XGUQ1VH0XM6,5.0,"07 16, 2006"
1552779,B008G33O0G,A96K1ZGW56S2I,5.0,"04 19, 2013"
626784,B00005JN55,ARNEUO7BF3J55,4.0,"03 2, 2005"
803324,B0001FR3IG,A3PPXVR5J6U2JD,2.0,"09 26, 2004"
318620,6302526574,A329U9CDUPKXAC,5.0,"10 13, 2002"
474257,6305718903,A2ZVERVFM25MJT,4.0,"04 19, 2002"
376908,630347327X,A2FRKEXDXDN1KI,5.0,"10 27, 2009"
1323470,B0034G4P30,ABO2ZI2Y5DQ9T,4.0,"06 4, 2014"
1111544,B000WTLDPU,A1GHUN5HXMHZ89,4.0,"12 19, 2007"
638337,B00005JO20,A3D2VIUT2HWP0Z,5.0,"04 12, 2006"
414098,6304308388,A3L84JNFS2DJBM,4.0,"02 25, 2008"
1341452,B003EYVXV4,A1O0MYEXZBV208,5.0,"10 14, 2013"
1339728,B003EYVXTG,A387BD735MI50R,4.0,"01 7, 2011"
590730,B00005JKQZ,A5KJVGJ43ZDC9,4.0,"07 16, 2002"
320771,6302561868,A6VXZ1EEPRTLV,3.0,"08 7, 2003"
977665,B000EQHXNW,A2ULSA0IRUE09E,3.0,"09 25, 2007"
53621,0783225849,A16CZRQL23NOIW,5.0,"06 5, 2004"
961158,B000CQQIDU,A16XRPF40679KG,2.0,"03 1, 2010"
91689,0790729652,A3IDMLOWLHWNDJ,4.0,"09 21, 2004"
975624,B000EOTTV8,A26A64X86VL1R4,3.0,"06 10, 2006"
258054,6301606892,AOZGOFPVAUMTB,5.0,"04 11, 2014"
388426,6303917410,A32B206L2SEXRA,5.0,"10 16, 2006"
1436680,B0051MKMNC,A2JTD6D79HNA5X,4.0,"07 29, 2011"
1324559,B0034G4P80,A12M12YZVDL6DG,5.0,"05 24, 2014"
210722,6300214087,A3KY68OTSNHM3G,5.0,"02 23, 2006"
452725,6305169187,A3VO05LD5WSO9F,3.0,"06 28, 2014"
590010,B00005JKNF,A27FR2C67JPDRS,5.0,"08 25, 2002"
260571,6301661729,AXOS8IWBXNZGT,5.0,"10 20, 2006"
1581881,B0090SI56Y,A25CMSI6S7S63C,4.0,"12 27, 2013"
1373943,B003Y5H5EW,A3QLAOOTFEHCJI,3.0,"06 17, 2012"
530878,B00003CXP1,A11PTCZ2FM2547,3.0,"04 10, 2003"
692438,B000062XH9,A17FLA8HQOFVIG,4.0,"05 7, 2002"
630265,B00005JNEI,A2TZKXU6Q0EDNP,1.0,"11 28, 2004"
388446,6303917410,A2M15WTRYMLHFA,1.0,"08 17, 2013"
1023495,B000J10EQU,A8F2AZWB20X1H,4.0,"07 6, 2006"
405473,6304176287,A2C5LA07JCDWTN,5.0,"04 19, 2002"
769714,B0000B00KB,A3H9JSM1SUTE4O,1.0,"01 21, 2004"
155833,0792846303,A1N7YA81ZI4KAF,3.0,"11 28, 2005"
693373,B0000633ZP,A130C198QVOS1Q,5.0,"01 2, 2002"
1117913,B000YAF4MA,A3EE0H0NWQ9QVL,4.0,"06 18, 2008"
1152830,B00168OINK,A2N7N3OPJSAJJD,5.0,"10 7, 2008"
698940,B0000640VR,ABS6VJX1KCAW4,5.0,"10 4, 2002"
259932,6301649737,AJKWF4W7QD4NS,4.0,"06 13, 2001"
1274062,B002K0WBXW,A1C80B497LCYKA,4.0,"02 10, 2010"
627371,B00005JN5T,A1NV8HZTGKIPXQ,3.0,"01 30, 2005"
1301454,B002ZG97B0,A1GQAKL9CGQLP1,3.0,"11 5, 2011"
604716,B00005JLRT,A14JTRQUNRNJZP,4.0,"07 4, 2010"
600734,B00005JLGJ,A3PQ3K5RKNJYA1,3.0,"07 29, 2012"
618079,B00005JMEW,A1Q15TP2FXYYMF,5.0,"06 25, 2006"
395456,6304007574,A11XKY4EIU2KNR,1.0,"12 28, 2000"
619360,B00005JMJ4,A23GFTVIETX7DS,4.0,"02 9, 2004"
127576,0792151712,A2D1ZQEFS1NBH2,5.0,"09 10, 2012"
1292068,B002VECM3Q,A19ZXK9HHVRV1X,3.0,"10 5, 2010"
949775,B000BTITKS,A2NJO6YE954DBH,4.0,"08 26, 2006"
635576,B00005JNTI,A2TZKXU6Q0EDNP,2.0,"08 10, 2005"
1417253,B004LWZW9W,A38UNI88GFRH60,4.0,"01 21, 2013"
31700,0780622545,A1AFXJ8U72MD6L,3.0,"09 25, 2012"
868744,B0006IIPIK,AYWSFRCIMOAYE,3.0,"06 9, 2008"
422786,630445600X,A84UFSF2SZS2W,4.0,"02 22, 2001"
380374,6303579388,AJKWF4W7QD4NS,1.0,"03 8, 2002"
165202,0800141709,A2EDZH51XHFA9B,1.0,"07 18, 2008"
84875,0788882988,A2ATWKOFJXRRR1,5.0,"01 3, 2008"
437425,6304844948,A1VZLLDNLURGJB,4.0,"02 8, 2008"
1211797,B001KVZ6HK,A2YF4RYQWWEI4B,5.0,"01 13, 2013"
636572,B00005JNY3,A1FG91CM8221X1,4.0,"08 24, 2005"
255788,6301562925,A1R2ONSLAI3M2X,5.0,"03 8, 2006"
1037141,B000L212HC,A1RSXP7MB772E3,4.0,"08 25, 2010"
697857,B0000640VJ,A1TJPMB7N776WS,4.0,"01 7, 2002"
1066114,B000OVLBGC,A3EE0H0NWQ9QVL,5.0,"03 23, 2007"
186241,1572522089,A3APW42N5MRVWT,4.0,"11 24, 2011"
701614,B000066HAS,A1PGC1GEBY9CZU,5.0,"04 25, 2014"
592991,B00005JKZ2,A2R4XG0L7Z01V8,3.0,"03 14, 2004"
83787,078886047X,A6VXZ1EEPRTLV,5.0,"10 3, 2009"
707136,B000069HQ1,A2KB14WCZ1DVE3,1.0,"11 19, 2002"
85283,0788882988,A1K6K23WG0IBWE,2.0,"06 21, 2013"
1131381,B0011HOEY4,A1CDNTB7377YH2,4.0,"11 18, 2007"
523721,B00003CXE6,A220FJEQNGMSRN,4.0,"05 9, 2009"
1076747,B000QUCNOU,A3DD70OOO17HHZ,5.0,"03 4, 2007"
1473032,B005LAIHR2,A3FL6CIO8QIJ2F,5.0,"06 26, 2012"
93057,0790729725,A27NTHPTRXB766,3.0,"09 28, 2013"
1559741,B008JFUO72,A2RT3ALS62WES1,5.0,"04 16, 2014"
540943,B00003CXXU,A3UDYY6L2NH3JS,5.0,"09 1, 2010"
17502,0767824571,A2C27IQUH9N1Z,5.0,"07 16, 2002"
758127,B00009W0U4,A34D4KCP94ACJZ,5.0,"02 27, 2004"
803315,B0001FR3IG,A1DZKOOMMJM1MI,3.0,"07 12, 2004"
770537,B0000B1OFL,A2MG8DHACXH5MS,4.0,"04 12, 2006"
409247,6304239149,AUGABW5AS2OXM,5.0,"03 1, 2003"
180913,1558908455,A3C6CZC2JP67VK,4.0,"12 29, 2005"
162283,0800125762,AHABFECTNE15I,4.0,"11 9, 2008"
1325367,B0034G4P94,A1TJIJKKN15KR9,3.0,"03 12, 2012"
743730,B00008K7AO,A3C6CZC2JP67VK,5.0,"03 21, 2008"
1392631,B004A8ZX28,AFVROUVTT63XM,5.0,"01 20, 2013"
1140008,B0012Z5UM0,A2F1P10GGZ7K2T,4.0,"06 10, 2008"
211557,6300214192,A3LOBF0ZU1HE0S,1.0,"12 18, 1999"
178501,1558806768,A8X8D4BUY5DFU,4.0,"05 23, 2007"
985363,B000F8DV1M,A2G6GO4O7EVCPF,2.0,"02 11, 2006"
1163749,B0019LY5IC,A39W3263A9HCMN,2.0,"02 15, 2009"
1518927,B006PTL1GC,A3UPYGJKZ0XTU4,4.0,"07 9, 2012"
504945,B00000IQVM,A1NSUJJCG73IRF,2.0,"12 29, 2005"
660772,B00005K3OT,A1DAOL3NMHEPLS,3.0,"04 8, 2002"
100430,0790732475,A6VFFRIHAXKRL,1.0,"12 18, 2009"
22639,0767849493,ARFCORBCTKX1J,4.0,"10 10, 2010"
233013,630026887X,A1TPW86OHXTXFC,3.0,"01 17, 2012"
754311,B00009MEC4,A3HM5G9IV1FTFP,5.0,"02 20, 2004"
538238,B00003CXUX,A3AVJCB1ZD6ZY5,4.0,"03 29, 2008"
1544169,B008220CQU,A2ZZHMT58ZMVCZ,4.0,"10 20, 2012"
1663705,B00E1LQEFE,A19ZXK9HHVRV1X,5.0,"02 28, 2014"
443492,6304994540,A18758S1PUYIDT,4.0,"04 10, 2008"
636778,B00005JNZU,A1W702WG1LC6R3,5.0,"01 7, 2013"
597725,B00005JLBE,A1YHQ1JWEJK6BI,4.0,"12 29, 2002"
155834,0792846303,AL5P6IG4WZ57J,4.0,"06 11, 2013"
174463,1419819100,ACOO1NZKALM44,3.0,"08 20, 2005"
897589,B00080ZG10,A18MBO1U4DPY20,5.0,"05 2, 2005"
1355055,B003NFM3JK,A2DSXA1E02C86D,5.0,"11 22, 2009"
283019,6301972023,A1LEV4H5ZQ55J2,5.0,"02 7, 2012"
1301588,B002ZG97CO,A3NM0RAYSL6PA8,1.0,"01 8, 2010"
647790,B00005JPAM,A1M0OSCFOAMAZO,5.0,"11 27, 2011"
120258,0790749912,A152C8GYY25HAH,4.0,"03 18, 2002"
1301143,B002ZG977Y,A2A6NH6DPE0VXR,4.0,"07 27, 2010"
530112,B00003CXO0,AFU8Q0K8UR1Z4,2.0,"08 26, 2012"
82658,0788828126,A1GN8UJIZLCA59,5.0,"10 10, 2001"
1436770,B0051MKMNC,A35FIQ83PE0E07,4.0,"04 7, 2011"
1121468,B000ZBEOF6,ANGH6401L9Y0T,5.0,"05 13, 2012"
597424,B00005JLBE,AO3JW5VHT2GQ,1.0,"03 28, 2003"
894731,B0007Y08QA,A2ZLROGIL2V7GV,5.0,"06 10, 2005"
1102520,B000VKL6Z2,A2H1WNB30JNAWU,4.0,"08 5, 2012"
1113764,B000XA5K48,A1L9MIIBI7409N,3.0,"07 23, 2008"
1647714,B00CIXVAN8,A1LYQL40IB7SBL,2.0,"05 31, 2013"
1436840,B0051MKMNC,AYBL30P5NXNZ4,4.0,"06 3, 2012"
984437,B000F7CECK,A39IY0JU5JI69G,3.0,"03 19, 2007"
1023170,B000J103OI,A49XO4MO130OS,2.0,"01 1, 2007"
1208944,B001KVZ6ES,A3UDYY6L2NH3JS,5.0,"03 22, 2009"
1025259,B000J4QWM2,A25JH6CO4DVINS,3.0,"01 4, 2007"
1512734,B0067EKYS6,A39IY0JU5JI69G,4.0,"03 12, 2014"
513223,B000021Y74,A1BJOEQSRX2IBM,4.0,"04 19, 2000"
1469721,B005LAIHAY,ACL34V7IL9SQH,4.0,"12 20, 2012"
910265,B0009PLLN6,A13BLSXL78EMRX,5.0,"08 8, 2005"
29158,0780619412,AZSN1TO0JI87B,5.0,"05 7, 2000"
624917,B00005JMZK,A1P2NBM3P3TS2X,2.0,"08 16, 2004"
1638626,B00BUADSMQ,A2J57EQ9KPGXR9,1.0,"07 10, 2013"
851633,B0002YLCFQ,A19ZXK9HHVRV1X,4.0,"11 27, 2005"
478741,6305807043,A3N3SN2DDD4HCJ,4.0,"05 20, 2000"
541293,B00003CXZ1,A7PBI5HADJYER,1.0,"05 7, 2002"
1679425,B00GMV8LIO,A328S9RN3U5M68,5.0,"03 19, 2014"
1081546,B000RGN2IY,A2FI3IJB2W4YJB,1.0,"04 19, 2014"
408542,6304233639,A3LU79BYMWZEW9,4.0,"08 29, 2006"
277602,6301966554,A3CJC7K4QZBYW5,4.0,"08 22, 2013"
1518072,B006OFN0BQ,A2OFSDJB3MVQ16,4.0,"07 23, 2012"
178952,1558807780,ANCOMAI0I7LVG,5.0,"08 29, 2008"
1292968,B002VECMAE,A22RY8N8CNDF3A,2.0,"05 22, 2010"
89466,0790729601,AFVROUVTT63XM,5.0,"01 16, 2013"
583436,B00005JG70,A1KT1GWCW8F80,2.0,"09 6, 2003"
1025085,B000J4QW8Q,A3M2WW0PO34B94,4.0,"07 26, 2006"
636372,B00005JNX0,A2H22I2RWE0HOV,3.0,"11 16, 2005"
180287,1558908358,AWG2O9C42XW5G,5.0,"02 10, 2011"
244256,630105573X,A6FIAB28IS79,5.0,"05 10, 2007"
1555969,B008JFUNHI,A1NZLRAZJGD99W,2.0,"05 23, 2014"
804662,B0001GOH6Q,A2ILWAZ6GIS6TT,4.0,"08 4, 2004"
868493,B0006IIKQW,AWPODHOB4GFWL,3.0,"05 4, 2005"
750281,B00008YJDK,A23IOPI0D1OG7V,5.0,"10 11, 2003"
1125540,B0010HOZVW,A3BMRSE8N1858V,5.0,"12 27, 2007"
10296,0767810864,A25KKXUQQ0OLWB,5.0,"09 1, 2008"
1294601,B002VPE1AW,A3T6HX48F66512,4.0,"01 4, 2010"
1276867,B002LMSWN2,AY6A8KPYCE6B0,5.0,"10 20, 2009"
400599,6304089767,ATHTCOG6BB6WK,5.0,"09 8, 2012"
465809,6305470448,ATXL536YX71TR,4.0,"12 9, 2007"
989281,B000FFL2G6,ABO2ZI2Y5DQ9T,3.0,"10 14, 2006"
912014,B0009S4IHY,A17BT73RVRQYSP,4.0,"08 23, 2006"
660880,B00005K3OT,AD2BIAIH78QI5,4.0,"04 29, 2002"
336109,6302800420,A2C7BOQVFH1HLE,4.0,"01 16, 2009"
1129477,B00113O7MM,ABFOAYZA2UHD3,4.0,"03 23, 2008"
1530133,B007EQR0D8,A2HVL790PBWYTU,4.0,"12 8, 2012"
1544467,B008220DGE,A1Y0HX12MCT6OR,4.0,"06 19, 2013"
635499,B00005JNTI,A1S8AJIUIO6M9K,4.0,"11 6, 2005"
616294,B00005JMCN,ACOO1NZKALM44,5.0,"07 17, 2005"
1380808,B0041KKYEM,ACIBQ6BQ6AWEV,4.0,"11 2, 2011"
26208,0780022181,ABN5K7K1TM1QA,3.0,"07 24, 2000"
324257,6302640504,A2NJO6YE954DBH,5.0,"01 16, 2004"
323282,6302610702,A1J03J0HZ7KU5T,5.0,"12 30, 2001"
604128,B00005JLR8,A3AWLFMKGRMI5M,5.0,"06 7, 2004"
24438,0780020685,ATS1HA5M3EPZ4,4.0,"06 25, 2003"
810078,B0001LQJMG,A3J8ABVGK7ZL6H,5.0,"08 19, 2012"
1140830,B0013D8LA4,A20DZX38KRBIT8,5.0,"06 6, 2008"
526212,B00003CXI6,A13KXWTN0DT878,5.0,"02 17, 2001"
739823,B00008DDXB,A2582KMXLK2P06,4.0,"07 12, 2006"
858783,B00064AE0G,A1VHK9A4VLJTHC,2.0,"01 8, 2005"
1189603,B001FB55H6,A2RKI7RPP5CJMG,4.0,"08 2, 2009"
577625,B00005ALS0,A2GPEV42IO41CI,5.0,"04 29, 2002"
48676,0783221088,A3VQSFORKH8B7O,4.0,"09 16, 2000"
215313,6300214753,A1ZH9LWMX5UCFJ,5.0,"01 18, 2003"
18448,0767827007,A3UPYGJKZ0XTU4,3.0,"12 23, 2012"
447276,6305077754,A3I69IXPTDVKQF,4.0,"11 16, 2005"
1123621,B000ZS8GWQ,A23IOPI0D1OG7V,1.0,"10 26, 2007"
519905,B00003CWT6,A23GFTVIETX7DS,4.0,"01 2, 2002"
1155196,B0016Q2D66,A19K46GITRI5Y2,4.0,"09 27, 2012"
1351843,B003L77GG0,A3DGB4HN3QCGAL,3.0,"11 28, 2012"
345741,6302921058,AP9PU72HEQ87J,3.0,"06 2, 2005"
160957,0800105141,A228JH8V9Y700G,5.0,"11 8, 2005"
872729,B0006SGYL0,A19ZXK9HHVRV1X,2.0,"08 23, 2005"
632311,B00005JNLQ,A2L7WYA5OENV03,5.0,"07 12, 2005"
557055,B00004XPPG,A1B05INWIDZ74O,5.0,"12 12, 2000"
213441,6300214540,A2IIAQ7VVAHXTD,5.0,"12 17, 2012"
58303,0783227361,AFEN54UGJQOK9,5.0,"11 4, 2005"
1297954,B002XMGGJM,A3FY3H6F4249E0,4.0,"03 3, 2010"
616621,B00005JMCT,A32B206L2SEXRA,4.0,"08 12, 2006"
1628524,B00BEIYIF0,AOZGOFPVAUMTB,4.0,"06 29, 2013"
537392,B00003CXTF,ADQQE8RSV6KFP,1.0,"03 22, 2006"
1194569,B001GCUNYO,ADIY3IXY2FDJQ,5.0,"07 10, 2009"
1048458,B000MNP2K8,A3AOKQCH0YBZDS,4.0,"04 3, 2007"
952347,B000BX8R10,A1IMNNBC4ME0NB,4.0,"09 15, 2005"
769557,B0000AZVEN,A2SLA0SXRQV8M0,3.0,"12 14, 2006"
1483989,B005LAII8K,A356RFKNIG043B,5.0,"01 14, 2013"
1628495,B00BEIYIF0,A3JAS1JIZEN6WX,5.0,"09 14, 2013"
1531303,B007IJKQG4,A2SQJPUCZNHMZE,5.0,"05 22, 2012"
953769,B000BYY11O,A3LZGLA88K0LA0,5.0,"01 26, 2006"
1466199,B005LAIGYQ,A18LMYMKHT65PO,5.0,"03 28, 2014"
500461,B00000FYPB,A3U56M0Y8LYO6J,3.0,"11 7, 2005"
586482,B00005JKEC,ADJBUPS8SJHTC,4.0,"07 9, 2002"
1323828,B0034G4P58,A3VIOCJZ22JZXT,4.0,"04 2, 2013"
1480033,B005LAII2Q,A1845IJB63D5H7,5.0,"08 17, 2012"
266166,6301792769,A140XH16IKR4B0,3.0,"06 20, 2007"
539804,B00003CXXM,A33TBHM3O9AY17,4.0,"07 16, 2004"
1349291,B003L20IG0,A3M2WW0PO34B94,3.0,"12 4, 2010"
1089742,B000TGJ8A8,AJKWF4W7QD4NS,2.0,"11 10, 2008"
951349,B000BW7QWW,A9LAPV8XNKZVZ,4.0,"01 22, 2006"
1414800,B004LWZW2O,A29TKSIWA3JKF3,4.0,"10 18, 2013"
73962,0784010315,A1GWB9ER5OVKQL,5.0,"01 11, 2013"
578064,B00005ALS2,A1VZLLDNLURGJB,5.0,"04 3, 2009"
1683243,B00H1RMOI6,A3ONTLXQ85EE4G,4.0,"07 11, 2014"
617788,B00005JMEW,A1TJPMB7N776WS,5.0,"10 20, 2003"
1225468,B001P3SA8A,A3LTZGHZBBBQX0,4.0,"02 3, 2014"
593713,B00005JKZY,A2UL0A8GJB4318,5.0,"12 30, 2003"
637834,B00005JO20,A3AQDK1F0YQKAS,5.0,"12 14, 2005"
798084,B0001AVZA8,A29QA79VLQGHY6,4.0,"02 25, 2004"
651975,B00005JPKE,A39AWL2FKWDFK6,4.0,"02 25, 2007"
67093,0783237413,A33F8ZLBK7WWD9,3.0,"04 26, 2000"
1125333,B0010DR4BO,A2MNMZMM6BGLTA,3.0,"04 2, 2008"
109237,0790741563,A1W702WG1LC6R3,4.0,"01 26, 2011"
324123,6302637899,A2ZGVH5DNCK8I4,5.0,"10 31, 2000"
604423,B00005JLRE,A267IXCC7UK1HY,1.0,"04 2, 2012"
616570,B00005JMCT,A3Q1FVRV0CRYTH,4.0,"07 20, 2006"
292992,6302038308,A2RNTG686ZATNP,4.0,"03 21, 2002"
120566,0790750414,A1J2931UBBJPXM,3.0,"09 2, 2001"
603604,B00005JLQN,A103KNDW8GN92L,4.0,"04 6, 2003"
1436724,B0051MKMNC,A3DGVB3T5QJNRE,1.0,"08 4, 2012"
90279,0790729628,A1NZLRAZJGD99W,4.0,"03 22, 2014"
1082125,B000RJO578,A19ZXK9HHVRV1X,4.0,"09 2, 2007"
305987,6302289009,ACIBQ6BQ6AWEV,4.0,"02 8, 2003"
131352,0792164903,A2AHI9YY06CP70,1.0,"05 31, 2008"
93064,0790729725,A1R9GZ8FC44MF5,5.0,"08 16, 2004"
168663,1404974571,A1IWWRZJOXOSYP,3.0,"06 2, 2006"
603586,B00005JLQN,A3KL7NXOAGKD3U,4.0,"03 8, 2004"
198564,6300181278,A1ZO30Z16MQ7Y7,5.0,"05 1, 2004"
1239707,B001UV4XEM,A3BEF4IHWI0VC,3.0,"06 6, 2009"
1112398,B000WXDMLE,A2HVL790PBWYTU,4.0,"12 20, 2009"
927996,B000AM4P9K,A15Q9YEG1XPEJN,2.0,"11 7, 2005"
201284,6300182304,A1ER6IYOMM8VCT,5.0,"04 7, 2007"
529607,B00003CXN3,ATXL536YX71TR,5.0,"07 14, 2007"
1061928,B000O174CM,ADJBUPS8SJHTC,5.0,"12 31, 2006"
21153,0767836324,A1X4P6CN08U57A,5.0,"01 27, 2014"
149629,0792843592,A13TO1ZFAH9SVN,5.0,"11 16, 2003"
873453,B0006SSOHC,A3R6ST52EBN2FK,5.0,"02 19, 2005"
277112,6301966430,A1BJOEQSRX2IBM,5.0,"02 14, 2000"
1042773,B000M341QE,A387BD735MI50R,3.0,"03 19, 2007"
1113110,B000X1Z0BU,A3H9JSM1SUTE4O,5.0,"12 22, 2007"
531816,B00003CXPJ,A1X054KUYG5V,3.0,"07 17, 2009"
1062663,B000O76ZOE,A1QFQ9SQZVGUK4,3.0,"05 30, 2007"
595493,B00005JL57,A280GY5UVUS2QH,5.0,"12 7, 2002"
522396,B00003CXDF,A2JU4FUSW1PBEC,2.0,"07 23, 2001"
125504,079213690X,A2198FZZMTJ38H,5.0,"01 3, 2000"
1164304,B0019M5C0Q,A2MYUI8IT6UBUU,2.0,"06 24, 2009"
500467,B00000FYPB,ALN0TTRTLHA4E,1.0,"01 23, 2002"
263067,6301717570,A1QQPIUXWD4G0Z,5.0,"07 27, 2004"
1325313,B0034G4P94,A32O98PFC3OP7K,5.0,"01 30, 2012"
536835,B00003CXT9,A3ARJ16772TKHT,4.0,"02 5, 2011"
606457,B00005JLTK,AMWIHOAIY1BY7,5.0,"06 5, 2005"
646894,B00005JP9X,A19ZXK9HHVRV1X,3.0,"01 27, 2007"
178950,1558807780,AGEIT17HENDIS,4.0,"02 23, 2007"
503578,B00000ILEA,AXSH6O4OP5L4M,5.0,"10 2, 2001"
328582,6302712920,A2R6RA8FRBS608,5.0,"06 13, 2007"
519981,B00003CWT6,A1FMJJKSVQDDQ,4.0,"10 22, 2008"
1020235,B000IFRT2O,A355WMP0CQBJFX,5.0,"10 27, 2007"
633350,B00005JNP1,ARLKYF9JL3QKB,3.0,"02 28, 2005"
451084,6305133468,A2ZHSORK1HHYTT,4.0,"01 10, 2011"
74288,0784010528,A16CZRQL23NOIW,5.0,"02 8, 2006"
1592669,B009AMANBA,A1PJZKEZQGREDY,3.0,"11 5, 2013"
703829,B000067S1G,A16X61RLY1YJL7,5.0,"11 8, 2003"
524064,B00003CXFG,A2EDZH51XHFA9B,4.0,"09 10, 2013"
1100551,B000VBJEEG,A2EGK0YRDF4ZZB,5.0,"03 13, 2008"
522375,B00003CXDF,A17NVM7IAPF2NS,2.0,"05 25, 2001"
720813,B00006LPHA,A1COW0UIB5HA9J,2.0,"01 13, 2009"
497676,B00000F3KL,A16CZRQL23NOIW,5.0,"06 12, 2006"
277595,6301966554,A2MFNDNS1L7D16,5.0,"12 21, 2006"
103851,0790734850,A35ZK3M8L9JUPX,5.0,"03 2, 2010"
1100459,B000VBJEEG,AUSATFDSU2INS,4.0,"09 24, 2007"
36225,078062856X,A1PASRZ81DY9C,1.0,"09 23, 2010"
1164092,B0019M5C0Q,A1KIQ4P4ZW3ALF,1.0,"10 27, 2009"
452357,6305168857,A13IKSGDYNBNQS,5.0,"07 29, 2007"
440999,6304953747,A244CRJ2QSVLZ4,4.0,"11 12, 2008"
784851,B0000VAFNQ,A28CCN6VYHRUKS,3.0,"08 19, 2005"
1304245,B002ZG97YM,A1K2ZXT12U5RQK,5.0,"02 26, 2012"
1213088,B001L2ZSKS,AJLYAY1G5Z8GE,4.0,"02 12, 2009"
841008,B0002MJT0I,A1GWB9ER5OVKQL,4.0,"10 14, 2013"
977668,B000EQHXNW,A3ONTLXQ85EE4G,4.0,"01 21, 2007"
57736,078322706X,A3Q4XAQXKKV6V,5.0,"07 3, 2007"
951254,B000BW7QWW,A20FK68BUB1IVA,5.0,"11 17, 2012"
251491,6301404440,A17J8CYSYGCLEP,5.0,"06 16, 2002"
1179952,B001DDBCUA,AZ78HT7H9DVJG,5.0,"07 9, 2008"
718031,B00006JDVV,A16X61RLY1YJL7,3.0,"07 17, 2002"
513776,B000028U3R,A2ATWKOFJXRRR1,4.0,"02 17, 2008"
500391,B00000FYPB,A34D06JL7LC6MU,5.0,"07 24, 2006"
1473972,B005LAIHSG,AB1CKA6B849SP,4.0,"09 12, 2012"
701266,B00006684S,A1L8HRCM60W0W7,3.0,"11 27, 2003"
592759,B00005JKYX,A2R4XG0L7Z01V8,3.0,"06 20, 2004"
1052794,B000N3AXQU,A3KJ6JAZPH382D,4.0,"07 30, 2008"
361123,6303159966,A4GB8I8ACS4PM,5.0,"10 6, 2007"
432609,6304697961,ANCOMAI0I7LVG,5.0,"12 27, 2007"
533631,B00003CXR3,A370Z6I5GBWU44,4.0,"01 25, 2011"
625575,B00005JN0T,A1D2ZN57YG2NMH,3.0,"03 16, 2005"
497739,B00000F3KL,AWHLCGP5WW5AU,4.0,"07 11, 2002"
397522,6304039522,A1X054KUYG5V,4.0,"12 18, 2008"
798567,B0001AW0HU,A3O5T5VAQ3TD17,2.0,"10 25, 2003"
1197031,B001GKJ2DE,A18MBO1U4DPY20,3.0,"07 3, 2008"
879975,B0007CNXUK,A1UFV4HALV2OXW,5.0,"12 23, 2010"
1301075,B002ZG977Y,A9NCQGVV5W8N0,4.0,"08 12, 2010"
1355013,B003NFM3JK,ACKDSX71VI5HY,5.0,"01 6, 2010"
149652,0792843592,A26JGAM6GZMM4V,5.0,"06 23, 2004"
1384001,B00437IE8G,A3EZHMGGWY74HY,3.0,"02 8, 2011"
607992,B00005JLXB,A2EL3990HXOMZB,3.0,"10 18, 2003"
1464959,B005LAIGPA,A3PAJ9QTPY9Y4L,4.0,"05 19, 2012"
1301962,B002ZG97E2,A34GZPHWYPSY2T,3.0,"01 11, 2011"
1242926,B001V7UTV6,A3FDEI5P21XX6S,5.0,"06 4, 2009"
102875,0790734591,A82LIVYSX6WZ9,4.0,"10 15, 2003"
589106,B00005JKMY,A2P49WD75WHAG5,3.0,"02 22, 2003"
1098578,B000V4UH08,A2FPDWTD9AENVK,5.0,"01 31, 2013"
333600,6302783356,A3R2YB0WTTB0IJ,5.0,"05 7, 2008"
1324750,B0034G4P80,AQ01Q3070LT29,5.0,"07 2, 2013"
1656788,B00DJYJWVW,A1J03J0HZ7KU5T,1.0,"03 5, 2014"
10812,0767811100,A22RY8N8CNDF3A,4.0,"05 31, 2010"
3079,0764007440,A3RX54RU8R8OMH,4.0,"06 26, 2004"
592893,B00005JKZ2,A1IO3LVYV5ZMK8,3.0,"07 25, 2002"
313605,630245333X,A2TAPSNKK9AFSQ,5.0,"06 6, 2005"
880018,B0007CNXUK,A6ADO7B6FUVN,5.0,"03 24, 2005"
52448,0783225482,A2RH7ARWQSUVQV,4.0,"08 4, 2010"
1418634,B004LWZWGA,A19ZXK9HHVRV1X,3.0,"02 2, 2013"
849714,B0002XVQSU,AD342OQX4EFN7,3.0,"05 9, 2014"
74304,0784010528,A22BPC7LRSGSYQ,4.0,"05 16, 2011"
1642324,B00C5W3SBE,A3LZGLA88K0LA0,5.0,"06 14, 2013"
962222,B000CS464G,A3KUUII2GSHN7T,2.0,"06 30, 2007"
210046,6300213986,A2H22I2RWE0HOV,5.0,"04 24, 2006"
