,asin,reviewerID,overall,reviewTime
854118,B00030590I,A19ZXK9HHVRV1X,4.0,"11 12, 2005"
362235,6303192254,ANGH6401L9Y0T,3.0,"05 19, 2012"
540158,B00003CXXO,ABX7SEE84DMLU,4.0,"07 3, 2005"
423225,6304457316,A81P47EIXM8HA,5.0,"05 22, 2010"
1025054,B000J4QW8Q,A3KEZLJ59C1JVH,3.0,"07 22, 2007"
786368,B0000VCZMK,AIRHRV3D8X4J1,4.0,"09 1, 2003"
453896,6305186677,ATS7LYGLUX34L,4.0,"03 13, 2003"
747954,B00008W64E,A16CZRQL23NOIW,5.0,"12 7, 2004"
586359,B00005JKEC,A2F3HLHRHQMR6O,5.0,"03 18, 2002"
621586,B00005JMQY,A2WP0GOTX13MG4,5.0,"01 2, 2005"
536070,B00003CXSP,A1CDZNPO7U4E6N,3.0,"10 4, 2001"
43566,0783114893,A3EOVXI1VZIHUQ,5.0,"05 4, 2007"
586835,B00005JKIV,A2W00XKTTF1G0Z,4.0,"06 10, 2002"
1286790,B002SG7Z7A,A2J57EQ9KPGXR9,3.0,"03 9, 2010"
635011,B00005JNTI,A3DWUM6SN3N3NR,4.0,"12 28, 2005"
1542383,B008220BGQ,A1MNUAXPWP8BUJ,4.0,"11 19, 2012"
891503,B0007V6IT4,A1GWB9ER5OVKQL,4.0,"12 25, 2012"
320633,6302561868,A1TMAVN4CEM8U8,4.0,"01 2, 2008"
281584,6301969782,A1KP0IVWU0RQ0A,1.0,"06 5, 2006"
1145844,B0014BQR6U,A25HYPL2XKQPZB,2.0,"05 19, 2008"
1222764,B001OMU6UM,A1LZIQJ7O5ZBF8,5.0,"03 6, 2012"
1038944,B000LC5B7O,A328S9RN3U5M68,4.0,"03 5, 2007"
1373141,B003Y5H574,A18GP1PWVTKXQQ,2.0,"12 24, 2011"
795572,B00018U9FW,AGEIT17HENDIS,4.0,"01 31, 2010"
910140,B0009PLLN6,A38IRL0X2T4DPF,5.0,"11 2, 2005"
638932,B00005JO28,A2EIK4L9730WWJ,3.0,"09 18, 2005"
687827,B00005V4XW,APOUYO1BEPK22,3.0,"05 12, 2009"
850642,B0002Y69NG,ALWB64XOXNMDP,5.0,"07 30, 2009"
408017,6304214502,A1WYENJ1QI2S7I,5.0,"03 14, 2006"
540031,B00003CXXO,A28WJUJF6D2ULA,2.0,"12 12, 2007"
1020295,B000IFRT2O,A2FI3IJB2W4YJB,5.0,"07 1, 2014"
920681,B000A3XY5A,A3UH3X6PZ7WCWG,4.0,"09 27, 2005"
98788,0790732009,A7QZOJZX85TIR,5.0,"08 4, 2013"
1288823,B002TVQ48A,A3V61K0EF38GP4,5.0,"06 20, 2014"
587661,B00005JKJM,A1POFVVXUZR3IQ,5.0,"04 27, 2007"
732623,B000083C6V,A2EUG9W2IAVCT,5.0,"09 29, 2005"
277447,6301966554,A1JH5J1KQAUBMP,3.0,"12 29, 2004"
491331,B0000040E9,A2D9IEFJGB483Q,5.0,"11 10, 2004"
154850,0792845986,A591T7Y696C2Q,5.0,"09 17, 2000"
868412,B0006IIKQW,AW4MT9WP95TVD,3.0,"02 5, 2005"
1124124,B00104QSOC,AQ990HW13DP08,5.0,"04 30, 2008"
285006,6301976061,A2Z7TU96G2WB9B,5.0,"02 11, 2004"
1649166,B00CMT52T6,A328S9RN3U5M68,5.0,"08 8, 2013"
1036154,B000KX0HIC,A1HX00DL0SZM1G,5.0,"01 31, 2007"
676822,B00005QZ7U,AKCF45Z2DV6TN,1.0,"04 4, 2013"
220674,6300216268,ACMOLKXVKQ06Z,5.0,"07 8, 2000"
645901,B00005JP63,A1FFPPPIOSI36M,4.0,"01 15, 2007"
704795,B000068MBI,A34D06JL7LC6MU,4.0,"02 11, 2004"
981628,B000F1IQNC,ABO2ZI2Y5DQ9T,4.0,"05 11, 2006"
1145332,B001451HWU,A1GHUN5HXMHZ89,2.0,"04 16, 2008"
1156261,B00177Y9ZW,A8SCX6VUTE05H,1.0,"05 19, 2008"
975431,B000EOTTTU,A1MNUAXPWP8BUJ,2.0,"11 4, 2013"
444798,6305034397,A27PSZX2SE0B51,5.0,"03 19, 2002"
1029559,B000JU9OJ4,A9Q28YTLYREO7,4.0,"02 16, 2007"
1224572,B001OQCV6A,A1TW9ZGRDQQZ2Y,4.0,"12 26, 2009"
124927,0792116887,APBB297H3ZA5E,5.0,"09 3, 2009"
203510,6300183513,A3L84JNFS2DJBM,5.0,"06 30, 2001"
1217024,B001MFNB4E,A3TYC8T6W81DDB,5.0,"10 8, 2008"
1303279,B002ZG97O2,A1HMBIRR0RJ1NI,4.0,"01 29, 2012"
156063,0792846311,AX4C8HLZ1K4FV,5.0,"11 4, 2013"
1158645,B00187FPC2,A36RS3ZMNE9JSQ,3.0,"07 14, 2008"
1392995,B004A8ZX32,A12X2J7AVZ04IQ,4.0,"12 10, 2011"
548794,B00004RF9H,A12A8LU93A132U,3.0,"02 15, 2001"
701128,B00006684S,A1JH5J1KQAUBMP,4.0,"05 30, 2004"
1142841,B0013J55B6,A2HVL790PBWYTU,4.0,"07 2, 2008"
1577473,B008WCP2KG,A328S9RN3U5M68,3.0,"10 25, 2012"
536795,B00003CXT9,A3RNV9JA553B17,5.0,"07 15, 2001"
1691165,B00HNGZM48,A3Q4NULWZU3RI,5.0,"05 23, 2014"
1648435,B00CJ5BG8Y,A1AIV65FCPDTGE,2.0,"07 6, 2013"
110505,0790742705,A2GW1DBM406VU1,5.0,"10 24, 2005"
583507,B00005JG70,A2TOU0N8XE68W4,5.0,"09 14, 2005"
350499,6303012035,AH0K6KAO3N1RH,5.0,"06 5, 2002"
161671,0800113268,ACIBQ6BQ6AWEV,4.0,"04 3, 2006"
320687,6302561868,A17NVM7IAPF2NS,1.0,"11 20, 2003"
1674895,B00FZM8Z7I,A14B4MJ7KZE63B,5.0,"03 18, 2014"
1036809,B000L2125O,AIWPVV1HQKIX5,5.0,"01 15, 2007"
946385,B000BO0LH2,A3AVJCB1ZD6ZY5,4.0,"10 26, 2007"
317284,6302510023,A2JFDCLA9PZGQ0,1.0,"03 28, 2007"
140944,0792838416,A11SPSEM08VIXX,5.0,"07 4, 2007"
247528,6301221494,A126KX6FVI4T66,3.0,"03 22, 2009"
894659,B0007Y08QA,A11PTCZ2FM2547,4.0,"12 14, 2005"
615073,B00005JMA8,A2B73CL3QSYWLB,4.0,"10 16, 2004"
659954,B00005JPY0,A27NTHPTRXB766,2.0,"12 14, 2013"
523314,B00003CXE6,A1VTHUZIN04QQW,5.0,"04 25, 2003"
806708,B0001I55NS,A3NZVCL9N8CLHB,2.0,"04 19, 2004"
998568,B000G1R4SO,AFV2584U13XP3,5.0,"04 8, 2012"
799202,B0001BKAEE,A1L8HRCM60W0W7,3.0,"11 8, 2003"
1375329,B003Y5H5HO,AUM3YMZ0YRJE0,5.0,"04 30, 2012"
1095156,B000UJ48OU,A185QFJRTB5W93,1.0,"07 13, 2007"
931671,B000ARFPMQ,A10HMPPHWI3V0A,4.0,"04 9, 2006"
461585,6305364648,A457S8SW690NM,5.0,"07 23, 2005"
1012326,B000HCO83G,A27FR2C67JPDRS,5.0,"05 28, 2006"
1680578,B00GSBMNOQ,A3F8T3BRXRX5P3,4.0,"04 18, 2014"
1395135,B004BDOF1C,A2QWF2BJ2FM4R2,4.0,"12 29, 2011"
1307509,B002ZG98FU,AP3B615GM191G,2.0,"03 12, 2011"
425404,6304490135,AZSN1TO0JI87B,5.0,"08 29, 2012"
277130,6301966430,A1TJIJKKN15KR9,4.0,"03 27, 2012"
1038926,B000LC5B7O,A141HP4LYPWMSR,3.0,"02 24, 2007"
528980,B00003CXMG,A1IOJE0W1NXOSE,4.0,"07 14, 2001"
917446,B000A0GOEQ,ACIBQ6BQ6AWEV,5.0,"10 19, 2005"
145386,079284047X,A1KT1GWCW8F80,5.0,"07 3, 2005"
975976,B000EPFCP4,ANCOMAI0I7LVG,4.0,"03 7, 2008"
1138473,B0012Q732O,AQUVTQFFXP4AC,3.0,"06 27, 2008"
1398710,B004EPYZOO,A1KIQ4P4ZW3ALF,1.0,"06 6, 2011"
1397754,B004EC5ITI,AIMR915K4YCN,5.0,"04 6, 2011"
140067,0792838084,A1YHKSTVSYEYTU,5.0,"02 11, 2002"
750472,B00008YOD2,AWG2O9C42XW5G,5.0,"02 28, 2007"
1339915,B003EYVXUU,A34D06JL7LC6MU,5.0,"02 1, 2011"
590471,B00005JKQZ,AQ990HW13DP08,5.0,"01 24, 2007"
584719,B00005JKC3,A106YXO3EHVD3J,3.0,"05 5, 2013"
604120,B00005JLR8,A1DAOL3NMHEPLS,3.0,"06 13, 2004"
243637,6301025083,A39IY0JU5JI69G,5.0,"04 17, 2008"
91161,0790729644,A34D06JL7LC6MU,5.0,"06 26, 2006"
168382,1404918051,A1JH5J1KQAUBMP,2.0,"01 27, 2007"
1127442,B0010X8NF0,A3SFO2GSP5CVSM,2.0,"06 21, 2012"
95002,0790731029,A1GHUN5HXMHZ89,5.0,"10 5, 2004"
622761,B00005JMW7,A3KEZLJ59C1JVH,3.0,"01 11, 2005"
415443,630434063X,A366S12KCZ280V,5.0,"10 8, 2013"
885868,B0007P0Y7C,A35ZK3M8L9JUPX,5.0,"12 31, 2009"
590469,B00005JKQZ,A15UA9II7PFZ2J,5.0,"07 14, 2002"
199893,6300181510,A3AJSON8SXXBX5,5.0,"04 12, 2014"
939183,B000BB1MHS,A32XW50ILWOXNO,2.0,"12 18, 2005"
1480566,B005LAII3A,A1UNJ46NSB352E,4.0,"12 4, 2012"
257575,6301599233,A37B3O457INKEA,5.0,"03 15, 2003"
1080,0310263662,A2MG8DHACXH5MS,5.0,"07 13, 2007"
1313366,B002ZG99QS,A17NVM7IAPF2NS,5.0,"12 20, 2010"
111311,0790743132,AJUFIGATSP9AQ,5.0,"12 7, 2008"
603414,B00005JLQH,A27FR2C67JPDRS,5.0,"12 4, 2002"
484625,6305958041,A1D2C0WDCSHUWZ,1.0,"05 23, 2013"
72718,0784010188,A15UA9II7PFZ2J,5.0,"12 17, 2000"
1175205,B001C5LLPU,A2R1HAXRNU0QX7,3.0,"05 15, 2008"
22296,0767849493,A2EAI4948TW53X,5.0,"12 17, 2002"
1079873,B000R7HY0K,A1AFXJ8U72MD6L,3.0,"06 21, 2011"
450040,6305126062,A3QWJ4VX8LWFSO,5.0,"01 22, 2013"
152051,0792844890,A22VNXHU6IZ5MT,5.0,"06 8, 2009"
1276929,B002LMV7Q6,A2XQMGE2YY88DC,3.0,"10 14, 2009"
334672,6302794331,A2W00XKTTF1G0Z,5.0,"01 22, 2003"
562732,B0000509C5,A82LIVYSX6WZ9,1.0,"01 6, 2005"
452520,6305169187,A35YWA2V4QHOJ3,1.0,"07 7, 2001"
1055724,B000NA6CP4,A1CQON0P01BITL,5.0,"04 5, 2007"
537361,B00003CXTF,A3K8TYU7UOUTR0,1.0,"05 13, 2003"
242853,6301008944,AIRHRV3D8X4J1,5.0,"04 8, 2001"
584926,B00005JKCH,A2KJOWQAADBFM8,5.0,"12 28, 2003"
752323,B000095WW8,A1K6K23WG0IBWE,4.0,"05 10, 2013"
562667,B0000509C5,A1GHUN5HXMHZ89,3.0,"07 14, 2008"
1312152,B002ZG99CC,A3JCKCPZHK4CZP,5.0,"08 21, 2013"
1462140,B005IZLPKQ,A20EEWWSFMZ1PN,4.0,"10 29, 2011"
1467403,B005LAIH2C,AV5H2I9CHN8YI,3.0,"06 17, 2013"
741285,B00008EY9G,A1E15WYG9C47X1,5.0,"11 23, 2003"
825826,B00027SIUK,A9RNMO9MUSMTJ,4.0,"11 2, 2004"
949953,B000BTJDG2,A3FUBUJAIGM87T,2.0,"07 12, 2007"
593494,B00005JKZY,A192KEPM0HW6AC,3.0,"01 5, 2005"
231686,6300267962,A2UGMSO106SKC6,5.0,"05 14, 2014"
1324836,B0034G4P80,A2PL5TVNOIQE1W,5.0,"05 3, 2014"
266936,6301797957,A2HJB9J5O5CLPB,5.0,"09 13, 2004"
524473,B00003CXG6,A1C9GCHR99WX3F,5.0,"11 17, 2002"
968316,B000E5KQOQ,A3AOKQCH0YBZDS,5.0,"02 5, 2007"
687638,B00005V4XU,A1ERZIZ48CBCSB,2.0,"06 27, 2004"
1001709,B000GCFO08,A3BLK7BL8UGH06,3.0,"08 24, 2006"
204349,6300183912,ADJBUPS8SJHTC,5.0,"05 10, 2009"
47978,0783219695,AGKPTMTR3UX1R,5.0,"03 23, 2002"
101900,0790733889,A6ADO7B6FUVN,5.0,"06 28, 2005"
719519,B00006L91H,A21VGNU5959O85,5.0,"08 15, 2006"
658553,B00005JPXS,A33PNAQ33DGBJG,5.0,"05 7, 2008"
762331,B0000ACOXL,A2NVQZ4Y7Y0J1R,3.0,"03 3, 2009"
711034,B00006C7G9,A1K2ZXT12U5RQK,5.0,"02 26, 2012"
51727,0783225199,A4CHIXX0HOB3G,3.0,"01 14, 2004"
576232,B00005A8TX,A1JH5J1KQAUBMP,4.0,"06 20, 2006"
241597,6300988805,A129YBX5BVNW2,1.0,"03 18, 2009"
441057,6304953747,A2DAHERP7HYJGO,5.0,"09 1, 2010"
616428,B00005JMCN,A3LZBOBV9H1HDV,5.0,"07 26, 2003"
97171,0790731541,A2M5FI4CB6VUXF,4.0,"04 17, 2007"
358617,6303122647,A6ADO7B6FUVN,4.0,"04 25, 2004"
126775,0792142926,A277UC8WJVAIIE,2.0,"01 22, 2014"
604380,B00005JLRE,A152C8GYY25HAH,5.0,"05 25, 2003"
744210,B00008KDGZ,A1655SGPPUUCRP,4.0,"03 10, 2003"
119889,0790749653,A39AWL2FKWDFK6,5.0,"01 21, 2006"
54114,0783225881,A39CX0EE4BZCZC,5.0,"09 13, 2007"
1608930,B00AF6B22E,A7P9LPMSBAAME,4.0,"12 30, 2012"
1074317,B000Q6GUT8,A1CDNTB7377YH2,4.0,"08 29, 2007"
1414915,B004LWZW42,A35R8PJSEURHHF,1.0,"06 5, 2011"
461579,6305364648,A5JLAU2ARJ0BO,4.0,"01 3, 2005"
602273,B00005JLKN,A16IXZW2A0NFR6,4.0,"08 4, 2005"
520983,B00003CX43,A18NTI5V03ZD6Y,3.0,"12 3, 2013"
846730,B0002VEUTO,ACEA95FQS1AVP,5.0,"11 18, 2004"
1042229,B000M341Q4,AYBL30P5NXNZ4,3.0,"02 20, 2008"
1048139,B000MNP2K8,A1AISPOIIHTHXX,5.0,"03 15, 2007"
57992,0783227256,AOYTQFRLD8VLP,5.0,"02 29, 2012"
616476,B00005JMCN,A1M9DQDGE07Q0U,5.0,"12 25, 2003"
573360,B000059LGF,A1HX00DL0SZM1G,5.0,"08 5, 2004"
54990,0783225997,A1YQ6QB2127AJ4,5.0,"03 16, 2005"
248191,6301247485,A1XV95ID4PBQSH,5.0,"09 25, 2013"
678140,B00005R874,A1CZICCYP2M5PX,4.0,"01 8, 2002"
646085,B00005JP90,ATZ1LTONGHOP6,2.0,"03 26, 2008"
1303296,B002ZG97O2,A3M6RVUVZOQZLB,5.0,"06 11, 2010"
540761,B00003CXXR,AV5G37VFE5NVD,3.0,"09 11, 2003"
626814,B00005JN55,A3C6CZC2JP67VK,5.0,"11 28, 2005"
1649141,B00CMT52T6,A2ZB8B7VQONZA6,5.0,"09 17, 2013"
835991,B0002IQJ8W,A19V0VJMKKRMC8,5.0,"12 24, 2004"
76688,0784011923,A3EJYJC25OJVKK,5.0,"08 18, 2003"
191594,157492589X,A36EW68H08UOCS,5.0,"03 21, 2005"
659485,B00005JPY0,A319SKSB556033,3.0,"01 4, 2012"
1483645,B005LAII80,A3LBFWWQGQYV48,5.0,"11 21, 2013"
709632,B00006AL1D,A1HX00DL0SZM1G,5.0,"09 21, 2004"
1364361,B003UESJCY,A1XT8AJB7S9JJG,3.0,"02 18, 2011"
539597,B00003CXXM,A3PCTD8QM1BIXI,5.0,"04 1, 2008"
1321483,B0034G4ORC,A2HO26XOD5SXLL,5.0,"06 20, 2011"
1311436,B002ZG999U,A1I5CATDG6B7T0,3.0,"08 29, 2010"
1108553,B000WC8C4M,A24MFKJNHJDVZF,5.0,"02 19, 2009"
1058618,B000NOIX48,AZCDCO6KK2T81,5.0,"09 24, 2007"
254999,6301543408,AC16NVPW23KGG,4.0,"06 14, 2000"
642588,B00005JOQB,A15W2D3WJW7NP7,5.0,"07 31, 2009"
71732,0783243456,A8M4WE1MT4R4O,4.0,"10 26, 1999"
1473101,B005LAIHSG,A2JDYUSI2RILEB,4.0,"08 27, 2012"
613097,B00005JM4Z,AGU2ZGUBFCJTJ,2.0,"12 29, 2003"
1274376,B002KCO6QA,A3FDEI5P21XX6S,5.0,"01 9, 2010"
367476,6303269826,A3N8RZSXKN1OR2,4.0,"05 10, 2010"
1080758,B000R9U3AQ,A6X6LNZO1C3EZ,4.0,"11 27, 2011"
1103238,B000VNMMQ6,A18OUQEK7IZ2F2,3.0,"09 19, 2011"
134945,0792833236,A30TK6U7DNS82R,5.0,"05 12, 2005"
221527,6300216497,A17D77DFID0GZG,4.0,"06 29, 1999"
790158,B0000ZMGWA,A23L2BR07AOBG1,2.0,"09 22, 2004"
894694,B0007Y08QA,A1YQB7CGVMX3D8,5.0,"07 21, 2005"
387636,6303908306,AYMPVLWFKTAYE,5.0,"06 19, 2002"
647703,B00005JPAM,A1PW6G3EFXCLFJ,5.0,"05 9, 2007"
1401901,B004EPYZUS,A1QF10TB8AYTA3,4.0,"02 12, 2013"
1029557,B000JU9OJ4,A3UPYGJKZ0XTU4,5.0,"12 29, 2006"
255660,6301562925,AED954F4YR4JS,3.0,"10 25, 2012"
966752,B000E33VWW,A2PV6GK1HV54Y9,3.0,"06 6, 2006"
1167207,B001AQO43M,AHF97M45JFCB,5.0,"11 22, 2009"
149260,0792842960,A2198FZZMTJ38H,2.0,"09 24, 2000"
63374,0783230451,A3RMAWK4ELOLRZ,5.0,"01 17, 2006"
1436772,B0051MKMNC,A313H6238N589,3.0,"08 8, 2011"
122147,0792100085,AYVQMWDUSGL2C,1.0,"06 12, 2012"
349835,6302994063,A2MG8DHACXH5MS,5.0,"06 7, 2006"
242791,6301008944,A319SKSB556033,4.0,"10 2, 2012"
332286,6302760046,AKT8TGIT6VVZ5,5.0,"05 25, 2001"
347732,6302968143,A20EEWWSFMZ1PN,5.0,"07 22, 2004"
1126838,B0010X73ZG,AFLQGO7CJVK50,5.0,"04 24, 2014"
402056,6304111347,AGNOPNCN6FHB6,2.0,"02 2, 2014"
1313065,B002ZG99N6,A2JHHYYOOO4DS6,4.0,"01 28, 2011"
1681264,B00GST8U4U,A2TRR8VUVHWTM1,1.0,"04 4, 2014"
1213103,B001L2ZSKS,A1CLHLW9PFKG9Q,4.0,"01 4, 2011"
361093,6303159966,A1KZQ5DIX0YUE1,4.0,"10 3, 2012"
1624872,B00BC36YWC,A38BQKP5SWQN5O,3.0,"09 27, 2013"
577039,B00005AFQ9,A16CZRQL23NOIW,5.0,"05 27, 2006"
605941,B00005JLSK,A2GPEV42IO41CI,3.0,"08 22, 2003"
182392,1559409010,AQP1VPK16SVWM,4.0,"05 25, 2008"
511578,B00001U0BK,A12A8LU93A132U,2.0,"06 12, 2000"
1092807,B000TZJBP6,A2HVL790PBWYTU,5.0,"06 2, 2007"
956150,B000CCBC9E,APOGXH3A74CM3,2.0,"08 13, 2006"
419021,6304401132,A1DZKOOMMJM1MI,5.0,"06 22, 2004"
1348945,B003L20IEC,A2DJFYBB2L5VSN,1.0,"11 20, 2012"
1172234,B001BL96JI,A2G8D1VN3MVB6F,3.0,"05 15, 2010"
1061080,B000NVT0S4,A3HM5G9IV1FTFP,4.0,"12 1, 2009"
98468,0790731975,AY12DBB0U420B,5.0,"06 3, 2010"
1619799,B00AZMFONG,A1Z1NQJUJQ5CRO,4.0,"04 27, 2014"
1657997,B00DL47RQ2,A2A7XY78RAM5H5,3.0,"03 3, 2014"
1580049,B0090SI3CA,AOZGOFPVAUMTB,2.0,"03 18, 2013"
611052,B00005JM0B,A2KJOWQAADBFM8,4.0,"12 25, 2003"
894369,B0007Y08I8,A3N5XIM9R2OQH0,4.0,"06 11, 2005"
359026,6303122876,A3P9MYUEBPKSM6,5.0,"07 9, 2013"
1307403,B002ZG98FU,AQZH7YTWQPOBE,4.0,"11 27, 2011"
423212,6304457316,A18SDN3HYFVH2L,5.0,"03 15, 2010"
770030,B0000B1OC4,A2X8KN82L07RSK,4.0,"08 25, 2005"
75090,0784011214,AUPY9X6KN5MWO,4.0,"01 1, 2014"
464022,6305428115,A2BDZAU0Y4J6NB,5.0,"04 5, 2010"
80982,0788812807,A106YXO3EHVD3J,5.0,"08 29, 2013"
593605,B00005JKZY,A1TO1P3NV7OAU6,5.0,"11 15, 2012"
114285,079074404X,A1I7GHG2XNYO3J,5.0,"12 23, 2001"
1303653,B002ZG97RE,A3DLVCGO7SP253,2.0,"08 14, 2010"
1215692,B001LRJH0K,A2PI8WXOZUNSWH,4.0,"01 20, 2009"
34229,078062565X,A3KF4IP2MUS8QQ,5.0,"05 11, 2002"
971735,B000EDWKX8,A2QHM5HBSIXRL4,4.0,"07 3, 2006"
178880,1558807381,A31U2QT7SAL7K,4.0,"08 27, 2005"
1276899,B002LMV7Q6,A34IBXM7E8CPWE,3.0,"06 17, 2010"
136167,0792835034,A2U0WL1D6SRTO3,5.0,"04 25, 2004"
1511584,B0067EKYAY,AMW1OYXWOGZGJ,5.0,"02 1, 2013"
71016,0783241607,A19ZXK9HHVRV1X,4.0,"07 23, 2000"
1236362,B001TH92N4,A1X054KUYG5V,4.0,"10 3, 2009"
143808,0792839676,A3A4WQL80WOTMH,5.0,"06 1, 2009"
331366,6302752337,A2FRKEXDXDN1KI,5.0,"10 20, 2009"
1142270,B0013FZUQK,A34GZPHWYPSY2T,3.0,"03 1, 2010"
646636,B00005JP9X,ANCOMAI0I7LVG,5.0,"10 31, 2007"
923978,B000A8NZ0O,A1R8AO9XASQ15C,4.0,"02 12, 2007"
597521,B00005JLBE,APLAYRDGF11H2,4.0,"10 13, 2005"
519754,B00003CWT6,ALE50GOMNWNZ0,3.0,"02 6, 2002"
928318,B000AM4PEK,A1IOJE0W1NXOSE,5.0,"06 20, 2005"
526265,B00003CXI6,AO4J90YPX5RU6,4.0,"06 26, 2002"
40833,0782008364,A13H7Q4JVK6DTV,5.0,"08 3, 2005"
658126,B00005JPXP,A1TEMNM9ZEOLJ6,4.0,"11 24, 2008"
1312503,B002ZG99H2,A3NRHO869902K4,5.0,"03 29, 2014"
421306,6304431848,ANCOMAI0I7LVG,5.0,"04 18, 2008"
56692,0783226837,A96K1ZGW56S2I,4.0,"03 9, 2002"
1467184,B005LAIH2C,A1VF0102Z9VITO,2.0,"10 3, 2013"
502929,B00000IC7B,A2QGRE376QBRV5,1.0,"05 11, 2000"
987801,B000FC2FX8,ATC534GKNX15B,4.0,"01 23, 2008"
1106768,B000W4HJ44,A1ALOIPRR8Q06J,3.0,"08 23, 2008"
1571424,B008N6YTL4,A3LBFWWQGQYV48,5.0,"11 21, 2013"
585137,B00005JKCH,A27P0MW8TE1JQP,5.0,"12 9, 2013"
795251,B00018D42W,A3BUFAGPDKONX1,1.0,"07 11, 2004"
83874,0788860704,ANGH6401L9Y0T,5.0,"05 14, 2012"
490617,B000003KHS,A9I40WFF40R4,5.0,"07 31, 2004"
1194460,B001GCUNYO,AU6FJZNUULV59,4.0,"02 20, 2014"
854009,B00030590I,AK7D1BHZOSOL1,4.0,"12 2, 2004"
55583,0783226039,A220FJEQNGMSRN,5.0,"12 16, 2007"
156059,0792846311,A1W702WG1LC6R3,4.0,"04 14, 2010"
88741,0790729385,AZAEJB1ECT9HC,5.0,"04 21, 2011"
505903,B00000JDIQ,A3GQKB1KF0CRPE,4.0,"12 25, 2002"
657923,B00005JPX8,A3UDYY6L2NH3JS,3.0,"11 4, 2008"
479893,6305814694,AQ01Q3070LT29,2.0,"09 1, 2006"
779491,B0000DKDUR,A5DIAZ5GT3MC,3.0,"02 7, 2004"
181122,1558908498,AN0ILVRWZUV4E,5.0,"09 15, 2013"
171709,1415725659,A2CGWWK1XD2AND,4.0,"05 24, 2006"
996487,B000FUTVLY,A1PW6G3EFXCLFJ,1.0,"10 25, 2006"
471613,6305627347,A175GIISFGGO31,4.0,"07 15, 2004"
931462,B000AQOHN0,A2YCG57S65QXUU,5.0,"06 10, 2008"
447244,6305077754,AJKWF4W7QD4NS,5.0,"10 9, 2003"
720900,B00006LPHA,A3UA046AA3DXFD,4.0,"10 9, 2013"
977004,B000EQ5UI2,A31I3HXMD5H1EL,5.0,"08 17, 2006"
400455,6304089767,A2TAPL67U2A5HM,5.0,"11 14, 2006"
1475191,B005LAIHXQ,A3E8QU9A1IJQNO,5.0,"11 18, 2012"
613285,B00005JM5B,AO3JW5VHT2GQ,2.0,"01 14, 2004"
689831,B00005YU1M,AO4J90YPX5RU6,2.0,"06 6, 2002"
880074,B0007CNXUK,AJRFZ0VZ0LD26,5.0,"03 10, 2009"
720798,B00006LPHA,AQ01Q3070LT29,3.0,"01 8, 2003"
512498,B00001ZWTS,A461VTLW9G9YB,1.0,"01 5, 2004"
655789,B00005JPS8,A39CX0EE4BZCZC,4.0,"11 13, 2008"
1226173,B001P9KR8U,A2W2ODLRQ2L8LE,3.0,"09 29, 2010"
486746,6306012389,A1J2931UBBJPXM,5.0,"08 9, 2000"
625527,B00005JN0T,A2D9IEFJGB483Q,3.0,"02 22, 2005"
1194935,B001GCUNZI,AUUH6Z8MSGGF,2.0,"03 1, 2010"
385078,6303686850,A3DGB4HN3QCGAL,3.0,"05 1, 2001"
106456,0790738074,AWF2S3UNW9UA0,5.0,"02 21, 2013"
24503,0780020685,A18RQ2URRGIIEA,5.0,"11 30, 2003"
463866,6305426678,A3O536E2YOKK4Y,3.0,"08 17, 2013"
398157,6304047843,A29R4FCO6RFX4K,3.0,"04 6, 2002"
468432,6305537798,A24PTVSZSM8968,3.0,"06 7, 2014"
955483,B000C65Z1G,A2CDMCG1Z84A51,3.0,"07 19, 2006"
426307,6304500831,A138826JMC0J3T,5.0,"01 23, 2003"
1501898,B005S9ELVC,A1D2C0WDCSHUWZ,3.0,"04 17, 2013"
22388,0767849493,A1R2URG8OHNEDS,5.0,"01 30, 2004"
609732,B00005JLYW,A38QJ7JUUTVLKX,1.0,"09 10, 2003"
1173751,B001C0JCBA,A18EGY287I9SLW,5.0,"08 29, 2013"
983994,B000F6IOD4,A2WRWK0ARXOFSZ,4.0,"06 28, 2006"
384832,6303686745,A3AVJCB1ZD6ZY5,5.0,"06 8, 2008"
25808,0780021932,A30LMTLC9XVWKJ,5.0,"10 10, 2006"
642673,B00005JOQB,A185QFJRTB5W93,1.0,"05 9, 2006"
885509,B0007P0XBO,A3QJU4FEN8PQSZ,3.0,"04 21, 2005"
629840,B00005JNEI,A2VD3CYOEMJ6SR,3.0,"03 1, 2005"
1679435,B00GMV8LIO,A18MBO1U4DPY20,3.0,"07 18, 2014"
206280,6300185788,A96K1ZGW56S2I,3.0,"11 11, 2002"
628663,B00005JNBQ,A3EJVZ5LCBP61X,4.0,"11 23, 2005"
1067000,B000OYAT3U,A2BDZAU0Y4J6NB,3.0,"06 29, 2007"
420369,6304415346,A3GKPMHV4U64IY,2.0,"07 23, 2006"
379946,630356643X,AAECAHBNP1VD2,3.0,"02 24, 2006"
1627982,B00BEIYHO2,A2B0DPQK20LYYJ,3.0,"02 25, 2014"
806420,B0001I55MO,A2BT7IC8PT1ZC9,1.0,"03 17, 2005"
276601,6301966015,A35AMPDFAB8JLT,5.0,"11 2, 2009"
130108,0792158288,A2LICSQ2IFE3C5,3.0,"11 25, 2003"
213500,6300214540,A3ODVVP9XO42L,5.0,"06 6, 2004"
531292,B00003CXP7,A11PTCZ2FM2547,4.0,"02 8, 2013"
